OG7_0000583	apis|A0A8R2JQ71
OG7_0008476	apis|A0A8R2A363
OG7_0006932	apis|A0A8R1W505
OG7_0002371	ahos|F4B6V9
OG7_0008311	apis|A0A8R2B624
OG7_0002954	apis|A0A8R2F7J2
OG7_0002870	apis|C4WWP3
OG7_0004809	ahos|F4B7V3
OG7_0006969	apis|A0A8R2A312
OG7_0008092	apis|A0A8R1W8U8
OG7_0002958	apis|C4WU91
OG7_0004512	ahos|F4B475
OG7_0007630	apis|A0A8R2A2R5
OG7_0003443	apis|A0A8R2H7R0
OG7_0002416	ahos|F4B5W4
OG7_0007212	apis|A0A8R2A988
OG7_0003357	apis|C4WT26
OG7_0004966	ahos|F4B8V9
OG7_0000826	apis|A0A8R2B8F7
OG7_0005900	apis|C4WXH8
OG7_0006806	apis|A0A8R1WBB5
OG7_0000867	apis|A0A8R2JMU8
OG7_0005223	apis|A0A8R2B1K2
OG7_0004927	ahos|F4B8N2
OG7_0006375	apis|A0A8R2B8Q4
OG7_0003941	apis|A0A8R1W1X3
OG7_0002694	apis|A0A8R2H5Q3
OG7_0008225	apis|A0A8R1W7R7
OG7_0000576	apis|A0A8R2NKZ3
OG7_0001934	apis|A0A8R1VZ14
OG7_0003597	apis|C4WRR7
OG7_0001297	apis|A0A8R2B962
OG7_0002192	apis|A0A8R1W853
OG7_0001938	apis|C4WTQ9
OG7_0001760	apis|A0A8R2D1Z4
OG7_0002698	apis|A0A8R2NPN9
OG7_0004051	apis|A0A8R2NM81
OG7_0001230	apis|A0A8R1W3V9
OG7_0001612	apis|C4WWF2
OG7_0003530	apis|A0A8R2FDD2
OG7_0001047	apis|A0A8R2NSX1
OG7_0001114	apis|A0A8R2NUU2
OG7_0008380	apis|C4WVM5
OG7_0006072	apis|A0A8R2B8F6
OG7_0007957	apis|A0A8R1VYD4
OG7_0005553	apis|A0A8R2NVH6
OG7_0001118	apis|A0A8R2NSG7
OG7_0005208	apis|A0A8R1TGQ7
OG7_0008555	apis|A0A8R2NPH6
OG7_0006496	apis|C4WSH6
OG7_0002705	apis|A0A8R1W7C3
OG7_0005204	apis|A0A8R2F9E1
OG7_0000019	apis|A0A8R2F8M7
OG7_0007021	apis|C4WU09
OG7_0005393	apis|A0A8R2B605
OG7_0002250	apis|C4WW10
OG7_0000455	apis|A0A8R2JUU8
OG7_0007341	apis|C4WVS7
OG7_0004334	ahos|F4B786
OG7_0004499	ahos|F4B7Y2
OG7_0007697	apis|A0A8R2A2J0
OG7_0000179	apis|A0A8R2A9F7
OG7_0008242	apis|A0A8R2NTV1
OG7_0004338	ahos|F4B981
OG7_0001366	apis|A0A8R2JP94
OG7_0006618	apis|A0A8R2B2Y5
OG7_0001074	ahos|F4B6Y9
OG7_0007719	apis|A0A8R2AAQ1
OG7_0000721	apis|A0A8R2B4B8
OG7_0006701	apis|A0A8R1W5Q0
OG7_0001078	ahos|F4B4A9
OG7_0006614	apis|A0A8R2JMZ2
OG7_0008395	apis|A0A8R2H5Z1
OG7_0001327	apis|A0A8R2AC54
OG7_0006112	apis|C4WXB9
OG7_0007840	apis|A0A8R2D712
OG7_0005359	apis|A0A8R1VYS9
OG7_0006069	apis|C4WXA1
OG7_0002058	apis|A0A8R2NUQ4
OG7_0004691	ahos|F4B5Z3
OG7_0003820	apis|A0A8R1W1P6
OG7_0002054	apis|A0A8R2FDC3
OG7_0004347	ahos|F4B4Q8
OG7_0004453	ahos|F4B8V3
OG7_0006032	apis|A0A8R2F884
OG7_0003321	apis|A0A8R2FAY2
OG7_0007408	apis|A0A8R2HBD9
OG7_0007404	apis|A0A8R2FEA7
OG7_0001270	apis|A0A8R1W9U5
OG7_0003570	apis|A0A8R1W876
OG7_0008652	apis|A0A8R2NLW2
OG7_0001038	apis|A0A8R2H385
OG7_0000162	apis|A0A8R2NU74
OG7_0000664	apis|A0A8R2FAM9
OG7_0004951	ahos|F4B6Q7
OG7_0008154	apis|A0A8R2FEB9
OG7_0003041	apis|A0A8R2A5A5
OG7_0002640	ahos|F4B442
OG7_0001034	apis|A0A8R2JU63
OG7_0008158	apis|A0A8R2D548
OG7_0005599	apis|C4WUK4
OG7_0000668	apis|A0A8R2A0R8
OG7_0005000	ahos|F4B530
OG7_0003215	apis|A0A8R2D5N1
OG7_0004027	apis|A0A8R2NQ94
OG7_0000139	apis|A0A8R1WZ09
OG7_0004378	ahos|F4B7T4
OG7_0001515	ahos|F4B4J4
OG7_0006387	apis|A0A8R2A5J0
OG7_0004066	ahos|F4B5T9
OG7_0002897	apis|A0A8R2B9C5
OG7_0004374	ahos|F4B866
OG7_0002407	ahos|F4B8Z0
OG7_0007670	apis|A0A8R2B5Q2
OG7_0000919	apis|A0A8R2A984
OG7_0007921	apis|A0A8R2B7T2
OG7_0002830	apis|A0A8R2A4J4
OG7_0002331	apis|A0A8R2A766
OG7_0006972	apis|A0A8R2D3D3
OG7_0007057	apis|A0A8R2NLZ5
OG7_0006663	apis|C4WVQ6
OG7_0003291	apis|A0A8R2HB25
OG7_0005412	apis|A0A8R1W2M7
OG7_0001947	apis|A0A8R2D4D9
OG7_0008436	apis|A0A8R2A949
OG7_0001591	ahos|F4B913
OG7_0001978	apis|A0A8R2NUG8
OG7_0001163	apis|A0A8R2FD05
OG7_0007894	apis|A0A8R2A5N4
OG7_0001850	apis|A0A8R2JTY4
OG7_0007423	apis|A0A8R2B4V5
OG7_0001974	apis|A0A8R2A7G1
OG7_0000536	ahos|F4B6J8
OG7_0004615	ahos|F4B8W5
OG7_0007898	apis|A0A8R1WZG0
OG7_0006335	apis|A0A8R1W9S9
OG7_0001351	apis|A0A8R2H747
OG7_0006817	apis|A0A8R2A4R0
OG7_0005196	apis|A0A8R1W014
OG7_0000757	apis|A0A8R2A0P2
OG7_0006593	apis|A0A8R2A3N3
OG7_0005842	apis|A0A8R2NKL5
OG7_0001661	apis|A0A8R2B541
OG7_0003302	apis|A0A8R2FCB5
OG7_0000031	apis|A0A8R2NS42
OG7_0007646	apis|A0A8R1W446
OG7_0006784	apis|A0A8R2D1A6
OG7_0006478	apis|A0A8R1WYJ6
OG7_0003149	apis|A0A8R2FAD0
OG7_0005914	apis|A0A8R2NRE2
OG7_0004777	ahos|F4B9D3
OG7_0005456	apis|A0A8R2JWT8
OG7_0006788	apis|C4WX42
OG7_0002165	apis|A0A8R1W8L2
OG7_0006474	apis|A0A8R2BAZ3
OG7_0005918	apis|A0A8R2A4H1
OG7_0007689	apis|A0A8R1VZH5
OG7_0004487	ahos|F4B6F2
OG7_0003186	apis|A0A8R2NPM8
OG7_0004744	ahos|F4B5J0
OG7_0001472	apis|A0A8R1W6Z3
OG7_0007731	apis|A0A8R2D272
OG7_0001782	apis|A0A8R1W995
OG7_0004748	ahos|F4B9H2
OG7_0006447	apis|A0A8R1VZ38
OG7_0005063	ahos|F4B6B9
OG7_0006353	apis|A0A8R2D8A0
OG7_0005281	apis|A0A8R1VY79
OG7_0008065	apis|A0A8R2D267
OG7_0006161	apis|A0A8R2FAD3
OG7_0001096	apis|A0A8R2A2C2
OG7_0008498	apis|A0A8R1VZN3
OG7_0001289	apis|A0A8R2BAK5
OG7_0007083	apis|A0A8R2NQ80
OG7_0003589	apis|A0A8R2FC56
OG7_0006600	apis|A0A8R2A2S6
OG7_0008339	apis|A0A8R2A8C8
OG7_0005575	apis|A0A8R2NNN9
OG7_0000620	apis|C4WSW0
OG7_0003546	apis|A0A8R2F7A2
OG7_0008494	apis|A0A8R1W4V0
OG7_0002513	ahos|F4B985
OG7_0000971	apis|A0A8R2FAF6
OG7_0001246	apis|A0A8R2A4M1
OG7_0008573	apis|C4WRY6
OG7_0000354	apis|A0A8R2D2I2
OG7_0007902	apis|A0A8R2D7W3
OG7_0008362	apis|A0A8R2JNT7
OG7_0004435	ahos|F4B6T0
OG7_0000358	apis|A0A8R2D6N5
OG7_0007261	apis|A0A8R2A8A3
OG7_0004561	ahos|F4B6G3
OG7_0005825	apis|A0A8R1TGR1
OG7_0005134	apis|A0A8R2HC84
OG7_0005210	apis|A0A8R1WB82
OG7_0008616	apis|C4WVN3
OG7_0003005	apis|A0A8R2NQI3
OG7_0003864	apis|A0A8R2HAQ6
OG7_0005632	apis|A0A8R2NX90
OG7_0004193	ahos|F4B5Z6
OG7_0000473	apis|A0A8R1W4C9
OG7_0005138	apis|C4WRI4
OG7_0000783	apis|A0A8R1X0Z0
OG7_0003868	apis|C4WS71
OG7_0007836	apis|A0A8R2JMR8
OG7_0000598	apis|A0A8R1W7W3
OG7_0005669	apis|A0A8R2FE37
OG7_0001100	apis|A0A8R2D3V4
OG7_0002676	apis|A0A8R1W233
OG7_0000594	apis|A0A8R2D3C2
OG7_0004785	ahos|F4B9V7
OG7_0005018	ahos|F4BA08
OG7_0001656	apis|A0A8R1W400
OG7_0006229	apis|A0A8R2AEV9
OG7_0002319	apis|C4WTW7
OG7_0004159	ahos|F4B9K4
OG7_0003383	apis|A0A8R2JWB8
OG7_0000209	ahos|F4B5W0
OG7_0008533	apis|A0A8R2AB19
OG7_0005147	apis|A0A8R1W1J2
OG7_0004475	ahos|F4B3V4
OG7_0005014	ahos|F4B6W8
OG7_0000195	apis|A0A8R2D4H0
OG7_0005535	apis|A0A8R2NSS0
OG7_0000931	apis|A0A8R2JT59
OG7_0002741	apis|A0A8R2D3S1
OG7_0005461	apis|A0A8R1W301
OG7_0008379	apis|A0A8R2B959
OG7_0002636	ahos|F4BA80
OG7_0001703	apis|A0A8R2H2X6
OG7_0007410	apis|C4WTT9
OG7_0001996	apis|A0A8R2NRH8
OG7_0007305	apis|A0A8R1W344
OG7_0007876	apis|A0A8R2NP49
OG7_0007567	apis|A0A8R1W161
OG7_0000180	apis|A0A8R2NSU7
OG7_0005178	apis|C4WXW2
OG7_0004267	ahos|F4B4L8
OG7_0006745	apis|A0A8R1W0N9
OG7_0003754	apis|A0A8R1X127
OG7_0005963	apis|A0A8R1W3L4
OG7_0008607	apis|A0A8R2NLH6
OG7_0005174	apis|A0A8R1W1R8
OG7_0004790	ahos|F4B7I0
OG7_0006156	apis|A0A8R1VZY0
OG7_0004226	ahos|F4B9U4
OG7_0003758	apis|A0A8R2A410
OG7_0007526	apis|A0A8R2FEN0
OG7_0000433	apis|A0A8R2D344
OG7_0005672	apis|A0A8R2A073
OG7_0006434	apis|A0A8R2HA10
OG7_0003813	apis|C4WUZ5
OG7_0002846	apis|A0A8R2AZH8
OG7_0006438	apis|A0A8R2NTV2
OG7_0002889	apis|A0A8R2D682
OG7_0007002	apis|A0A8R2H7H2
OG7_0004737	ahos|F4B7F5
OG7_0006399	apis|A0A8R2A5V5
OG7_0000071	apis|A0A8R2A7I4
OG7_0008440	apis|A0A8R1VZR0
OG7_0001724	apis|A0A8R2A4H7
OG7_0002452	apis|A0A8R2B5W1
OG7_0007256	apis|C4WY09
OG7_0005587	apis|C4WWR4
OG7_0007983	apis|C4WYC7
OG7_0001728	apis|A0A8R2B8C8
OG7_0004556	ahos|F4B8T3
OG7_0002568	apis|C4WTN9
OG7_0006559	apis|A0A8R2D632
OG7_0000702	apis|A0A8R2D3M2
OG7_0000111	apis|A0A8R2FF79
OG7_0007129	apis|A0A8R2D751
OG7_0000540	apis|A0A8R2A4X3
OG7_0003626	apis|A0A8R2D1P1
OG7_0003667	apis|A0A8R1W3H2
OG7_0001469	apis|A0A8R1W8B8
OG7_0002564	ahos|F4B4F5
OG7_0006722	apis|C4WYF1
OG7_0007481	apis|C4WUQ9
OG7_0004396	ahos|F4B8G3
OG7_0001432	apis|A0A8R2D368
OG7_0007771	apis|A0A8R2FB91
OG7_0003905	apis|A0A8R2NLS6
OG7_0001116	apis|A0A8R2D3U3
OG7_0007417	apis|C4WTZ3
OG7_0004619	ahos|F4B445
OG7_0006573	apis|A0A8R2B1V0
OG7_0006362	apis|A0A8R2NMM5
OG7_0005052	ahos|F4B465
OG7_0006494	apis|A0A8R2HC18
OG7_0004260	ahos|F4B508
OG7_0000803	apis|A0A8R2D5A2
OG7_0007560	apis|A0A8R2JPJ8
OG7_0000187	apis|A0A8R2B2H6
OG7_0006498	apis|A0A8R2D718
OG7_0006823	apis|A0A8R2D5I0
OG7_0008600	apis|A0A8R1W1S2
OG7_0005206	apis|A0A8R2AF81
OG7_0006339	apis|A0A8R2AED1
OG7_0004797	ahos|F4B7A4
OG7_0004336	ahos|F4B7K6
OG7_0005511	apis|A0A8R2A1D2
OG7_0000915	apis|A0A8R2JWC2
OG7_0005140	apis|J9JNG9
OG7_0001492	apis|A0A8R1W643
OG7_0003101	apis|A0A8R2A751
OG7_0003712	apis|A0A8R2JLF1
OG7_0001076	ahos|F4B7F2
OG7_0001364	apis|A0A8R2D382
OG7_0001368	apis|A0A8R2JMU5
OG7_0006616	apis|A0A8R2A7M9
OG7_0008474	apis|A0A8R2H7L4
OG7_0000991	apis|A0A8R2JTW9
OG7_0000547	apis|A0A8R1W1Y9
OG7_0005595	apis|A0A8R1W698
OG7_0008478	apis|A0A8R2A8T9
OG7_0002061	apis|A0A8R1VZ15
OG7_0003660	apis|A0A8R2B7P9
OG7_0002283	ahos|F4B8Z6
OG7_0002418	ahos|F4B886
OG7_0001802	apis|A0A8R2NTU6
OG7_0002956	apis|A0A8R1W747
OG7_0002414	apis|A0A8R2FBD0
OG7_0008593	apis|C4WX17
OG7_0001519	apis|A0A8R2B3I2
OG7_0004013	apis|C4WRU5
OG7_0000135	apis|A0A8R2H2Q0
OG7_0003219	apis|A0A8R2D6Y1
OG7_0000824	ahos|F4B4R8
OG7_0000651	apis|A0A8R2NP94
OG7_0008161	apis|A0A8R2A8S8
OG7_0004964	ahos|F4B622
OG7_0006808	apis|C4WVH9
OG7_0004968	ahos|F4B6F0
OG7_0004730	ahos|F4B8Z3
OG7_0000828	ahos|F4B881
OG7_0004173	ahos|F4BA63
OG7_0000493	apis|A0A8R2A4X6
OG7_0006804	apis|A0A8R1W389
OG7_0006065	apis|A0A8R2F7I8
OG7_0005355	apis|A0A8R2A8D2
OG7_0001936	apis|A0A8R2NRL5
OG7_0008353	apis|A0A8R1W2E5
OG7_0000574	apis|A0A8R2JTZ5
OG7_0002696	apis|C4WY92
OG7_0008447	apis|A0A8R2B8J6
OG7_0000578	apis|A0A8R2JTB2
OG7_0005580	apis|C4WUS4
OG7_0004495	ahos|F4B6U9
OG7_0000175	apis|A0A8R2D1S8
OG7_0006440	apis|A0A8R2F6P4
OG7_0000459	apis|A0A8R1W7K1
OG7_0008438	apis|A0A8R2AEQ2
OG7_0005952	apis|A0A8R2H6R0
OG7_0008399	apis|A0A8R2A733
OG7_0001313	apis|A0A8R2D573
OG7_0008434	apis|A0A8R2FDN0
OG7_0007715	apis|A0A8R2BA45
OG7_0000882	apis|A0A8R1WB05
OG7_0007896	apis|A0A8R2BAQ1
OG7_0000538	apis|A0A8R1W1Z3
OG7_0000241	apis|A0A8R2B855
OG7_0000534	ahos|F4B5W6
OG7_0001976	apis|A0A8R2D545
OG7_0005194	apis|B7TYB8
OG7_0000015	apis|A0A8R2NWP7
OG7_0004770	ahos|F4B4U8
OG7_0005692	apis|A0A8R1W5B1
OG7_0004133	ahos|F4B919
OG7_0002709	apis|A0A8R1W6B2
OG7_0008559	apis|A0A8R2B6A9
OG7_0004480	ahos|F4B8Q2
OG7_0005198	apis|A0A8R2NTT2
OG7_0005217	apis|A0A8R2AE78
OG7_0004913	ahos|F4B9R8
OG7_0006379	apis|A0A8R2A3Y7
OG7_0002056	apis|A0A8R2FBK6
OG7_0006533	apis|A0A8R2B5E4
OG7_0000312	apis|A0A8R2NQY6
OG7_0002961	apis|A0A8R2H9U8
OG7_0000091	apis|A0A8R1W2S6
OG7_0001883	apis|A0A8R2B741
OG7_0008229	apis|C4WWG3
OG7_0002202	apis|A0A8R1W2Z7
OG7_0001107	apis|A0A8R1W974
OG7_0007406	apis|A0A8R2ACM2
OG7_0008156	apis|A0A8R2NY32
OG7_0006607	apis|A0A8R2NLW5
OG7_0000666	apis|A0A8R1W7Y1
OG7_0001036	apis|A0A8R2D359
OG7_0000627	apis|A0A8R1W522
OG7_0004411	ahos|F4B3T7
OG7_0007791	apis|A0A8R2A7P7
OG7_0004068	ahos|F4B7G6
OG7_0005743	apis|A0A8R2NLG0
OG7_0006965	apis|A0A8R2AFV2
OG7_0004376	ahos|F4BA13
OG7_0002463	ahos|F4B9G5
OG7_0004064	ahos|F4B764
OG7_0004805	ahos|F4B944
OG7_0004282	ahos|F4B946
OG7_0001248	apis|A0A8R1W785
OG7_0002391	ahos|F4B3V7
OG7_0007582	apis|A0A8R1W510
OG7_0003548	apis|A0A8R2D2W0
OG7_0001465	apis|A0A8R2A1B5
OG7_0006881	apis|A0A8R2A8J2
OG7_0003231	apis|A0A8R1WA14
OG7_0007125	apis|A0A8R2NTI8
OG7_0002012	apis|A0A8R1W4A5
OG7_0001244	apis|A0A8R2BAH4
OG7_0008496	apis|A0A8R2A5A8
OG7_0002647	apis|A0A8R1W2F9
OG7_0006555	apis|A0A8R2NTR4
OG7_0001531	ahos|F4B3L7
OG7_0003544	apis|A0A8R2F812
OG7_0003909	apis|A0A8R2F9K6
OG7_0008072	apis|A0A8R1W5Q5
OG7_0000356	apis|J9JXD7
OG7_0005007	ahos|F4B5P6
OG7_0004020	apis|A0A8R2D2J0
OG7_0002890	apis|A0A8R1W865
OG7_0006380	apis|C4WV69
OG7_0006395	apis|A0A8R2FCQ5
OG7_0003866	apis|A0A8R1XIA1
OG7_0008614	apis|A0A8R2BAZ7
OG7_0008112	apis|A0A8R2D1Q3
OG7_0002885	apis|A0A8R2H5H4
OG7_0005136	apis|A0A8R1W1Y2
OG7_0008618	apis|A0A8R1W739
OG7_0003827	apis|A0A8R2NNS8
OG7_0004340	ahos|F4B4M4
OG7_0002551	apis|C4WVE1
OG7_0006242	apis|A0A8R2FCL6
OG7_0002678	apis|A0A8R2B506
OG7_0007834	apis|A0A8R2A618
OG7_0004841	ahos|F4B4I8
OG7_0000596	apis|A0A8R2B4K2
OG7_0003577	apis|A0A8R2NKZ9
OG7_0002674	apis|A0A8R2F795
OG7_0002172	apis|A0A8R1W374
OG7_0001277	apis|A0A8R2BAT7
OG7_0007838	apis|A0A8R2A7N6
OG7_0006092	apis|A0A8R1W3Y3
OG7_0007309	apis|C4WVH8
OG7_0006311	apis|A0A8R2ACB6
OG7_0002221	apis|A0A8R2JNT3
OG7_0001857	apis|A0A8R2NMI3
OG7_0007142	apis|A0A8R1W1F0
OG7_0005916	apis|A0A8R2A6P0
OG7_0006810	apis|C4WX90
OG7_0003188	apis|A0A8R2JRQ5
OG7_0004631	ahos|F4B5E4
OG7_0005458	apis|C4WVY0
OG7_0006786	apis|A0A8R2D1L2
OG7_0007644	apis|A0A8R2FEV0
OG7_0006749	apis|A0A8R2AA74
OG7_0003184	apis|A0A8R1X2I9
OG7_0007648	apis|A0A8R2A7W1
OG7_0006476	apis|A0A8R2JT57
OG7_0003682	apis|A0A8R2JQI7
OG7_0000750	apis|A0A8R2JVB5
OG7_0005454	apis|A0A8R2D723
OG7_0000199	ahos|F4B6E4
OG7_0007677	apis|A0A8R2AAL2
OG7_0004479	ahos|F4B7B4
OG7_0002400	apis|A0A8R2FCF4
OG7_0000205	apis|A0A8R1W9J1
OG7_0004746	ahos|F4B8H2
OG7_0004155	ahos|F4B3M4
OG7_0006225	apis|A0A8R2H8U2
OG7_0002315	apis|A0A8R1W118
OG7_0005373	apis|A0A8R1W0K1
OG7_0004789	ahos|F4B3M2
OG7_0002837	apis|A0A8R1W3X9
OG7_0005562	apis|A0A8R1W5U9
OG7_0008375	apis|A0A8R2A359
OG7_0001098	apis|A0A8R2A0G1
OG7_0003761	apis|A0A8R2B9I7
OG7_0007050	apis|A0A8R2JLM0
OG7_0001094	apis|A0A8R2F8R6
OG7_0001940	apis|A0A8R2NQN9
OG7_0005539	apis|A0A8R2D7M3
OG7_0000153	apis|A0A8R2H5P1
OG7_0002844	apis|A0A8R2JTR2
OG7_0008663	apis|A0A8R1W6K1
OG7_0006436	apis|A0A8R2NUA9
OG7_0002848	apis|A0A8R2A1A6
OG7_0003009	apis|A0A8R1WZ94
OG7_0007503	apis|A0A8R1W9P8
OG7_0005907	apis|C4WWE5
OG7_0000860	apis|A0A8R1W471
OG7_0004671	ahos|F4B3M6
OG7_0004920	ahos|F4B3R8
OG7_0004203	ahos|F4B5U4
OG7_0001726	apis|A0A8R1WA52
OG7_0002912	apis|A0A8R2FA19
OG7_0001290	apis|A0A8R2NTJ2
OG7_0004558	ahos|F4B792
OG7_0000361	apis|A0A8R2NM33
OG7_0007258	apis|A0A8R2A2Z9
OG7_0003590	apis|A0A8R2JM35
OG7_0004554	ahos|F4B5G7
OG7_0005665	apis|A0A8R2A8Z2
OG7_0007254	apis|A0A8R2JVS8
OG7_0001767	apis|A0A8R1W3K5
OG7_0003624	apis|A0A8R2ABF4
OG7_0003851	apis|A0A8R2NT21
OG7_0002527	apis|A0A8R2BAZ5
OG7_0005579	apis|A0A8R2NMK9
OG7_0003122	apis|A0A8R2D4B4
OG7_0008335	apis|A0A8R2A9I1
OG7_0004462	ahos|F4B8A4
OG7_0003585	apis|A0A8R2FB96
OG7_0003628	apis|A0A8R2JLR6
OG7_0002566	apis|A0A8R2A2L3
OG7_0001285	apis|A0A8R1ZZY7
OG7_0005829	apis|C4WSV3
OG7_0005333	apis|A0A8R1W2G9
OG7_0004394	ahos|F4B5V0
OG7_0002877	apis|A0A8R1W4Z9
OG7_0004439	ahos|F4B947
OG7_0007637	apis|A0A8R2H6G9
OG7_0003350	apis|A0A8R2AB68
OG7_0004398	ahos|F4B528
OG7_0001654	apis|A0A8R2A4Z7
OG7_0001821	apis|A0A8R1W7V2
OG7_0001152	apis|A0A8R2D757
OG7_0002257	ahos|F4B462
OG7_0005016	ahos|F4B557
OG7_0008032	apis|A0A8R2D7C7
OG7_0001658	apis|A0A8R2ABP5
OG7_0007690	apis|A0A8R1W223
OG7_0003271	apis|A0A8R2A740
OG7_0003603	apis|A0A8R2A394
OG7_0001571	apis|A0A8R2NNF4
OG7_0001320	apis|A0A8R2JPE9
OG7_0008069	apis|A0A8R2JWG4
OG7_0006992	apis|A0A8R1W169
OG7_0007847	apis|A0A8R2A3R1
OG7_0001994	apis|A0A8R1W6R2
OG7_0003537	apis|C4WVT0
OG7_0001040	apis|A0A8R2NNM6
OG7_0008387	apis|A0A8R1WA76
OG7_0002634	ahos|F4B606
OG7_0001237	apis|A0A8R2A1Y9
OG7_0002132	apis|A0A8R2F939
OG7_0007878	apis|A0A8R2A565
OG7_0002638	apis|C4WS14
OG7_0001998	apis|A0A8R2H733
OG7_0007874	apis|C4WSV9
OG7_0007950	apis|A0A8R2JTD0
OG7_0003756	apis|A0A8R2NST0
OG7_0007528	apis|A0A8R2ADQ2
OG7_0007685	apis|C4WWS1
OG7_0002169	apis|A0A8R2NS35
OG7_0004228	ahos|F4B9K0
OG7_0006158	apis|A0A8R2D8J6
OG7_0007524	apis|A0A8R2JSI2
OG7_0006652	apis|A0A8R2BAD4
OG7_0006154	apis|A0A8R2D7E5
OG7_0004224	ahos|F4B6L1
OG7_0003145	apis|C4WUK6
OG7_0005176	apis|A0A8R2B276
OG7_0001810	apis|A0A8R2B5V6
OG7_0001786	apis|A0A8R2HAP5
OG7_0004655	ahos|F4B6T8
OG7_0005564	apis|A0A8R2D8E4
OG7_0001749	apis|A0A8R2A4E2
OG7_0005568	apis|A0A8R1W931
OG7_0000699	apis|A0A8R2ACA9
OG7_0007177	apis|A0A8R1VZI6
OG7_0001476	ahos|F4B532
OG7_0000717	apis|A0A8R2FC40
OG7_0001092	apis|A0A8R2FAV2
OG7_0001311	apis|A0A8R1WAI9
OG7_0004980	ahos|F4B749
OG7_0006857	apis|A0A8R2AZD0
OG7_0006098	apis|A0A8R2AC41
OG7_0000243	apis|A0A8R2JL37
OG7_0005889	apis|A0A8R2A5K8
OG7_0004995	ahos|F4B5A9
OG7_0003306	apis|A0A8R2A842
OG7_0006094	apis|A0A8R2FDP0
OG7_0005846	apis|A0A8R2D7J5
OG7_0006940	apis|A0A8R1W749
OG7_0003875	apis|A0A8R1W9C8
OG7_0000959	apis|A0A8R2FBG5
OG7_0007148	apis|A0A8R1TDD8
OG7_0003182	apis|A0A8R2NS88
OG7_0003684	apis|A0A8R2NS90
OG7_0005452	apis|A0A8R2F6W0
OG7_0002587	apis|C4WXC2
OG7_0007144	apis|A0A8R1W6R7
OG7_0007017	apis|A0A8R2AEE7
OG7_0004131	ahos|F4B538
OG7_0001225	apis|C4WU15
OG7_0007642	apis|A0A8R1W741
OG7_0003525	apis|A0A8R1W277
OG7_0008297	apis|C4WWF6
OG7_0003688	apis|A0A8R1W1L2
OG7_0008118	apis|A0A8R2JNW4
OG7_0008230	apis|A0A8R2A975
OG7_0005636	apis|A0A8R2D4F9
OG7_0008612	apis|A0A8R2B9R7
OG7_0004911	ahos|F4BA83
OG7_0007869	apis|A0A8R2H4F3
OG7_0008114	apis|A0A8R1VZG4
OG7_0008047	apis|A0A8R2AAI7
OG7_0001380	apis|A0A8R2B5D3
OG7_0002672	apis|A0A8R2A2L6
OG7_0006248	apis|A0A8R2B282
OG7_0002174	apis|A0A8R2H865
OG7_0006465	apis|A0A8R1VZR7
OG7_0001881	apis|A0A8R1W2K7
OG7_0000093	apis|A0A8R2JRA4
OG7_0006244	apis|A0A8R1VYR8
OG7_0002963	apis|A0A8R2A046
OG7_0003255	apis|A0A8R2ACI7
OG7_0007832	apis|A0A8R2A066
OG7_0001555	ahos|F4B553
OG7_0006531	apis|A0A8R1W4P2
OG7_0002178	apis|A0A8R2JPG6
OG7_0004413	ahos|F4B3Q9
OG7_0004288	ahos|F4B522
OG7_0001242	apis|A0A8R2H9Q4
OG7_0002147	apis|A0A8R2B3J1
OG7_0002014	apis|A0A8R2NTP1
OG7_0003700	apis|A0A8R2H8X1
OG7_0007588	apis|A0A8R1W6A2
OG7_0003542	apis|A0A8R2A508
OG7_0007625	apis|A0A8R2B2X0
OG7_0002018	apis|A0A8R2D3K6
OG7_0004284	ahos|F4B9E2
OG7_0005319	apis|A0A8R2D1K7
OG7_0007584	apis|A0A8R2AD36
OG7_0006277	apis|C4WUC6
OG7_0008078	apis|A0A8R1X0V3
OG7_0001395	apis|A0A8R2B9I9
OG7_0002461	apis|A0A8R2NV85
OG7_0008327	apis|C4WTX7
OG7_0008366	apis|A0A8R2D685
OG7_0008074	apis|A0A8R2A784
OG7_0005741	apis|A0A8R1X3C7
OG7_0007906	apis|A0A8R2HAX1
OG7_0002535	apis|Q201W0
OG7_0007793	apis|A0A8R2A7Z6
OG7_0004080	ahos|F4B4G3
OG7_0007872	apis|A0A8R1W0J8
OG7_0006571	apis|A0A8R2FAD2
OG7_0002138	apis|A0A8R2H7Z2
OG7_0000300	apis|A0A8R1X0T0
OG7_0002210	apis|A0A8R2A722
OG7_0006320	apis|C4WRS1
OG7_0000415	apis|A0A8R2BAE0
OG7_0001992	apis|A0A8R2H7D4
OG7_0002632	ahos|F4B8E1
OG7_0002134	apis|A0A8R1W560
OG7_0003645	apis|A0A8R2A698
OG7_0007522	apis|A0A8R1W7W2
OG7_0008270	apis|A0A8R1W143
OG7_0005676	apis|A0A8R2A4U9
OG7_0006821	apis|A0A8R1W3Z7
OG7_0006654	apis|A0A8R2AYF3
OG7_0004222	ahos|F4B6U7
OG7_0006152	apis|A0A8R2JR36
OG7_0006658	apis|A0A8R2AAK6
OG7_0002669	ahos|F4B736
OG7_0007185	apis|A0A8R2B5R3
OG7_0000801	apis|A0A8R1W551
OG7_0007759	apis|C4WWK6
OG7_0007190	apis|A0A8R2JWI6
OG7_0007917	apis|A0A8R2JUV3
OG7_0008034	apis|A0A8R2BAL6
